city,type,company_id,company_name,sector,registered_address,address_confidence
brisbane,Private company,priv-firstmac,Firstmac,Non-bank lending,"Level 40, 111 Eagle Street, Brisbane QLD 4000",medium
brisbane,Private company,priv-perfection-fresh,Perfection Fresh,Fresh produce,"Level 4, Building F, 1 Homebush Bay Drive, Rhodes NSW 2138",google_maps
brisbane,Private company,priv-mort-co,Mort & Co,Cattle feedlots,"91 Mort Street, Toowoomba QLD 4350",google_maps
brisbane,Private company,priv-mpc-kinetic,MPC Kinetic,Energy services,"Shop 4, 15 Marshall Street, Fortitude Valley QLD 4006",google_maps
brisbane,Private company,priv-great-southern-bank,Great Southern Bank,Mutual banking,"145 Ann Street, Brisbane QLD 4000",medium
brisbane,Private company,priv-cnw-electrical,CNW Electrical,Electrical wholesale,"16 Miller Street, Murarrie QLD 4172",google_maps
brisbane,Private company,priv-mcnab-constructions,McNab Constructions,Commercial construction,"Level 2, SW1, 32 Cordelia Street, South Brisbane QLD 4101",google_maps
brisbane,Private company,priv-fitness-and-lifestyle,Fitness and Lifestyle,Fitness & leisure,"176 Montague Road, South Brisbane QLD 4101",google_maps
brisbane,Private company,priv-pharmacare,PharmaCare,Consumer health products,"18 Jubilee Avenue, Warriewood NSW 2102",medium
brisbane,Private company,priv-sunny-queen-farms,Sunny Queen Farms,Egg production,"145 Mica Street, Carole Park QLD 4300",google_maps
brisbane,Listed company,sydney-whc,Whitehaven Coal,Energy & Natural Resources,"Level 28, 259 George Street, Sydney NSW 2000",medium
brisbane,Listed company,sto,Santos,Oil & Gas,"Ground Floor, Santos Centre, 60 Flinders Street, Adelaide SA 5000",high
adelaide,Listed company,bhp,BHP,Diversified Mining,"171 Collins Street, Melbourne VIC 3000",medium
adelaide,Listed company,sto,Santos,Oil & Gas,"Ground Floor, Santos Centre, 60 Flinders Street, Adelaide SA 5000",high
adelaide,Listed company,mgt,Magnetite Mines,Iron Ore,"Suite 3.03, 30 Currie Street, Adelaide SA 5000",google_maps
adelaide,Listed company,hgo,Hillgrove Resources,Copper & Base Metals,"5/7 King William Road, Unley SA 5061",google_maps
adelaide,Listed company,adelaide-eld,Elders,Consumer & Retail,"Level 10, 80 Grenfell Street, Adelaide SA 5000",high
adelaide,Listed company,adelaide-arg,Argo Investments,Financial Services,"Level 25, 91 King William Street, Adelaide SA 5000",medium
adelaide,Listed company,adelaide-coe,Cooper Energy,Energy & Natural Resources,"Level 8, 70 Franklin Street, Adelaide SA 5000",medium
adelaide,Listed company,adelaide-c79,Chrysos Corporation,"Technology, Media & Telecom","2A Venture Road, Tonsley SA 5042",google_maps
adelaide,Listed company,adelaide-tea,Tasmea,Industrial Manufacturing,"108 Wakefield Street, Adelaide SA 5000",google_maps
adelaide,Listed company,adelaide-pro,Prophecy International Holdings,"Technology, Media & Telecom","Level 5, 60 Waymouth Street, Adelaide SA 5000",google_maps
adelaide,Listed company,adelaide-axe,Archer Materials,"Technology, Media & Telecom","Lot 14, North Terrace and Frome Road, Adelaide SA 5000",user_provided
adelaide,Listed company,adelaide-ar3,Australian Rare Earths,Energy & Natural Resources,"111 Gawler Place, Adelaide SA 5000",google_maps
adelaide,Listed company,adelaide-age,Alligator Energy,Energy & Natural Resources,"Level 1, 5-7 King William Road, Unley SA 5061",user_provided
adelaide,Listed company,adelaide-bgd,Barton Gold Holdings,Energy & Natural Resources,"Level 4, 12 Gilles Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-adelaide-cemeteries-authority,Adelaide Cemeteries Authority,Government,"Enfield Memorial Park, Browning Street, Clearview SA 5085",user_provided
adelaide,State agency,sa-gov-adelaide-festival-centre-trust,Adelaide Festival Centre Trust,Government,"King William Road, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-alinytjara-wilurara-landscape-board,Alinytjara Wilurara Landscape Board,Government,"Level 9, 81-95 Waymouth Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-attorney-general-s-department,Attorney-General's Department,Government,"45 Pirie Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-audit-office-of-south-australia,Audit Office of South Australia,Government,"Level 9, State Administration Centre, 200 Victoria Square, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-carclew-youth-arts-centre,Carclew Youth Arts Centre,Government,"11 Jeffcott Street, North Adelaide SA 5006",high
adelaide,State agency,sa-gov-child-death-and-serious-injury-review-committee,Child Death and Serious Injury Review Committee,Government,"Level 7, 5 South Road, Hindmarsh SA 5007",user_provided
adelaide,State agency,sa-gov-commissioner-for-children-and-young-people,Commissioner for Children and Young People,Government,"251 Morphett Street, Adelaide SA 5000",verified
adelaide,State agency,sa-gov-country-arts-sa,Country Arts SA,Government,"85 North East Road, Collinswood SA 5081",google_maps
adelaide,State agency,sa-gov-courts-administration-authority,Courts Administration Authority,Government,"1 Gouger Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-dairysafe,Dairysafe,Government,"136 Glen Osmond Road, Parkside SA 5063",google_maps
adelaide,State agency,sa-gov-defence-sa,Defence SA,Government,"Level 4, 151 Pirie Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-department-for-child-protection,Department for Child Protection,Government,"31 Flinders Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-department-for-correctional-services,Department for Correctional Services,Government,"400 King William Street, Adelaide SA 5000",high
adelaide,State agency,sa-gov-department-for-education,Department for Education,Government,"31 Flinders Street, Adelaide SA 5000",high
adelaide,State agency,sa-gov-department-for-energy-and-mining,Department for Energy and Mining,Government,"11 Waymouth Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-department-for-environment-and-water,Department for Environment and Water,Government,"81-95 Waymouth Street, Adelaide SA 5000",high
adelaide,State agency,sa-gov-department-for-housing-and-urban-development,Department for Housing and Urban Development,Government,"Level 16, 11 Waymouth Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-department-for-infrastructure-and-transport,Department for Infrastructure and Transport,Government,"77 Grenfell Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-department-of-human-services,Department of Human Services,Government,"Riverside Centre, North Terrace, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-department-of-primary-industries-and-regions,Department of Primary Industries and Regions,Government,"Level 14, 25 Grenfell Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-department-of-state-development,Department of State Development,Government,"11 Waymouth Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-department-of-treasury-and-finance,Department of Treasury and Finance,Government,"State Administration Centre, 200 Victoria Square, Adelaide SA 5000",high
adelaide,State agency,sa-gov-department-of-the-premier-and-cabinet,Department of the Premier and Cabinet,Government,"State Administration Centre, 200 Victoria Square, Adelaide SA 5000",high
adelaide,State agency,sa-gov-education-standards-board,Education Standards Board,Government,"Level 7, 33 Franklin Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-electoral-commission-of-sa,Electoral Commission of SA,Government,"Level 6, 60 Light Square, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-environment-protection-authority,Environment Protection Authority,Government,"211 Victoria Square, Adelaide SA 5000",high
adelaide,State agency,sa-gov-essential-services-commission-of-sa,Essential Services Commission of SA,Government,"Level 1, 151 Pirie Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-eyre-peninsula-landscape-board,Eyre Peninsula Landscape Board,Government,"86 Tasman Terrace, Port Lincoln SA 5606",verified
adelaide,State agency,sa-gov-forestrysa,ForestrySA,Government,"495 Brookman Road, Kuitpo SA 5201",google_maps
adelaide,State agency,sa-gov-funds-sa,Funds SA,Government,"Level 20, 25 Grenfell Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-green-industries-sa,Green Industries SA,Government,"Level 4, 81-95 Waymouth Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-guardian-for-children-and-young-people,Guardian for Children and Young People,Government,"Level 3, 111 Gawler Place, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-health-and-community-services-complaints-commissioner,Health and Community Services Complaints Commissioner,Government,"Level 4, 50 Grenfell Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-hills-and-fleurieu-landscape-board,Hills and Fleurieu Landscape Board,Government,"Unit 8, 22 Mann Street, Mount Barker SA 5251",google_maps
adelaide,State agency,sa-gov-history-trust-of-south-australia,History Trust of South Australia,Government,"Torrens Parade Ground, Victoria Drive, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-independent-commission-against-corruption,Independent Commission Against Corruption,Government,"Level 9, 55 Currie Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-infrastructure-sa,Infrastructure SA,Government,"Level 15, Wakefield House, 30 Wakefield Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-kangaroo-island-landscape-board,Kangaroo Island Landscape Board,Government,"35 Dauncey Street, Kingscote SA 5223",verified
adelaide,State agency,sa-gov-landscape-sa,Landscape SA,Government,"81-95 Waymouth Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-legal-profession-conduct-commissioner,Legal Profession Conduct Commissioner,Government,"Level 10, 30 Currie Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-legal-services-commission,Legal Services Commission,Government,"159 Gawler Place, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-lifetime-support-authority-of-sa,Lifetime Support Authority of SA,Government,"30 Wakefield Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-limestone-coast-landscape-board,Limestone Coast Landscape Board,Government,"11 Helen Street, Mount Gambier SA 5290",verified
adelaide,State agency,sa-gov-motor-accident-commission,Motor Accident Commission,Government,"Level 10, 80 King William Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-murraylands-and-riverland-landscape-board,Murraylands and Riverland Landscape Board,Government,"Unit 5-6, Level 1, Sturt Centre, 2 Sturt Reserve Road, Murray Bridge SA 5253",user_provided
adelaide,State agency,sa-gov-northern-and-yorke-landscape-board,Northern and Yorke Landscape Board,Government,"318 Main North Road, Clare SA 5453",google_maps
adelaide,State agency,sa-gov-office-for-early-childhood-development,Office for Early Childhood Development,Government,"31 Flinders Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-office-for-recreation-sport-and-racing,Office for Recreation Sport and Racing,Government,"27 Valetta Road, Kidman Park SA 5025",medium
adelaide,State agency,sa-gov-office-of-hydrogen-power-sa,Office of Hydrogen Power SA,Government,"Level 27, 91 King William Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-office-of-the-commissioner-for-public-sector-employment,Office of the Commissioner for Public Sector Employment,Government,"Level 5, 25 Grenfell Street, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-office-of-the-sa-productivity-commission,Office of the SA Productivity Commission,Government,"Level 15, Wakefield House, 30 Wakefield Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-parliament-of-sa,Parliament of SA,Government,"Parliament House, North Terrace, Adelaide SA 5000",high
adelaide,State agency,sa-gov-preventive-health-sa,Preventive Health SA,Government,"Citi Centre Building, 11 Hindmarsh Square, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-renewal-sa,Renewal SA,Government,"Level 9, 83 Pirie Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-fire-and-emergency-services-commission,SA Fire and Emergency Services Commission,Government,"Level 7, 60 Waymouth Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-health,SA Health,Government,"11 Hindmarsh Square, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-lotteries,SA Lotteries,Government,"18 Union Street, Stepney SA 5069",user_provided
adelaide,State agency,sa-gov-sace-board-of-sa,SACE Board of SA,Government,"60 Greenhill Road, Wayville SA 5034",high
adelaide,State agency,sa-gov-safework-sa,SafeWork SA,Government,"33 Richmond Road, Keswick SA 5035",high
adelaide,State agency,sa-gov-south-australia-police,South Australia Police,Government,"100 Angas Street, Adelaide SA 5000",high
adelaide,State agency,sa-gov-sa-arid-lands-landscape-board,SA Arid Lands Landscape Board,Government,"1 Jervois Street, Port Augusta SA 5700",verified
adelaide,State agency,sa-gov-sa-country-fire-service,SA Country Fire Service,Government,"Level 7, 60 Waymouth Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-employment-tribunal,SA Employment Tribunal,Government,"Level 6, Riverside Centre, North Terrace, Adelaide SA 5000",user_provided
adelaide,State agency,sa-gov-sa-film-corporation,SA Film Corporation,Government,"Adelaide Studios, 1 Mulberry Road, Glenside SA 5065",high
adelaide,State agency,sa-gov-sa-housing-trust,SA Housing Trust,Government,"Riverside Centre, North Terrace, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-metropolitan-fire-service,SA Metropolitan Fire Service,Government,"99 Wakefield Street, Adelaide SA 5000",high
adelaide,State agency,sa-gov-sa-motor-sport-board,SA Motor Sport Board,Government,"Level 5, 182 Victoria Square, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-sa-state-emergency-service,SA State Emergency Service,Government,"Level 7, 60 Waymouth Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-sa-tourism-commission,SA Tourism Commission,Government,"Level 9, 250 Victoria Square, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-state-opera-sa,State Opera SA,Government,"85 North East Road, Collinswood SA 5081",google_maps
adelaide,State agency,sa-gov-state-theatre-company-of-sa,State Theatre Company of SA,Government,"85 North East Road, Collinswood SA 5081",google_maps
adelaide,State agency,sa-gov-study-adelaide,Study Adelaide,Government,"Level 1, 26 Franklin Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-tafe-sa,TAFE SA,Government,"120 Currie Street, Adelaide SA 5000",medium
adelaide,State agency,sa-gov-teachers-registration-board,Teachers Registration Board,Government,"Level 6, 70 Pirie Street, Adelaide SA 5000",google_maps
adelaide,State agency,sa-gov-west-beach-parks,West Beach Parks,Government,"1 Military Road, West Beach SA 5024",medium
adelaide,Federal agency,aps-australian-space-agency,Australian Space Agency,Government,"Lot 14, 364-370 North Terrace, Adelaide SA 5000",user_provided
adelaide,Private company,priv-peregrine,Peregrine,Fuel & convenience retail,"121 Richmond Road, Marleston SA 5033",medium
adelaide,Private company,priv-thomas-foods-international,Thomas Foods International,Meat processing,"Level 2, 162 Fullarton Road, Rose Park SA 5067",user_provided
adelaide,Private company,priv-cmv-group,CMV Group,Automotive & truck retail,"48 Greenhill Road, Wayville SA 5034",google_maps
adelaide,Private company,priv-people-first-bank,People First Bank,Mutual banking,"50 Flinders Street, Adelaide SA 5000",medium
adelaide,Private company,priv-drake-supermarkets,Drake Supermarkets,Supermarkets,"159 Henley Beach Road, Torrensville SA 5031",user_provided
adelaide,Private company,priv-leader-computers,Leader Computers,IT distribution,"165-187 Franklin Street, Adelaide SA 5000",google_maps
adelaide,Private company,priv-raa,RAA,Insurance & motoring club,"101 Richmond Road, Mile End SA 5031",high
adelaide,Private company,priv-san-remo,San Remo,Food manufacturing,"4 Boden Court, Windsor Gardens SA 5087",user_provided
adelaide,Private company,priv-peter-kittle-motor-company,Peter Kittle Motor Company,Automotive retail,"1459 Main North Road, Para Hills West SA 5096",verified
adelaide,Private company,priv-detmold-group,Detmold Group,Packaging manufacturing,"45 Chief Street, Brompton SA 5007",medium
adelaide,Private company,priv-sarah-group,Sarah Group,Construction & property,"49 Glen Osmond Road, Eastwood SA 5063",google_maps
perth,Listed company,rio,Rio Tinto,Iron Ore & Metals,"Level 43, 120 Collins Street, Melbourne VIC 3000",high
perth,Listed company,bhp,BHP,Diversified Mining,"171 Collins Street, Melbourne VIC 3000",medium
perth,Listed company,s32,South32,Metals & Mining,"108 St Georges Terrace, Perth WA 6000",high
perth,Listed company,fmg,Fortescue,Iron Ore & Green Energy,"Level 2, 87 Adelaide Terrace, East Perth WA 6004",high
perth,Listed company,wds,Woodside Energy,"Oil, Gas & LNG","Mia Yellagonga, 11 Mount Street, Perth WA 6000",high
perth,Listed company,sto,Santos,Oil & Gas,"Ground Floor, Santos Centre, 60 Flinders Street, Adelaide SA 5000",high
perth,Listed company,chevron,Chevron,"Oil, Gas & LNG","QV1 Building, 250 St Georges Terrace, Perth WA 6000",high
perth,Listed company,sfr,Sandfire Resources,Copper & Base Metals,"Level 2, 10 Kings Park Road, West Perth WA 6005",medium
perth,Listed company,igo,IGO,Battery Metals — Nickel & Lithium,"Suite 4, 85 South Perth Esplanade, South Perth WA 6151",medium
perth,Listed company,min,Mineral Resources,Mining Services & Lithium,"20 Walters Drive, Osborne Park WA 6017",high
perth,Listed company,pls,Pilbara Minerals,Lithium,"Level 2, 146 Colin Street, West Perth WA 6005",verified
perth,Listed company,ltr,Liontown Resources,Lithium,"32 Ord Street, West Perth WA 6005",google_maps
perth,Listed company,ilu,Iluka Resources,Mineral Sands & Rare Earths,"Level 17, 240 St Georges Terrace, Perth WA 6000",medium
perth,Listed company,nst,Northern Star Resources,Gold,"Level 4, 500 Hay Street, Subiaco WA 6008",medium
perth,Listed company,wes,Wesfarmers,Diversified Retail,"Level 14, Brookfield Place Tower 2, 123 St Georges Terrace, Perth WA 6000",high
perth,Listed company,perth-cyl,Catalyst Metals,Energy & Natural Resources,"3/50 Colin Street, West Perth WA 6005",google_maps
perth,Listed company,perth-emr,Emerald Resources,Energy & Natural Resources,"1110 Hay Street, West Perth WA 6005",google_maps
perth,Listed company,perth-pdi,Predictive Discovery,Energy & Natural Resources,"4 Charles Street, South Perth WA 6151",google_maps
perth,Private company,priv-hancock-prospecting,Hancock Prospecting,Iron ore mining,"HPPL House, 28-42 Ventnor Avenue, West Perth WA 6005",high
perth,Private company,priv-cbh-group,CBH Group,Grain handling co-operative,"Gayfer House, 30 Delhi Street, West Perth WA 6005",high
perth,Private company,priv-vgw-holdings,VGW Holdings,Online social gaming,"Level 11, Australia Place, 15-17 William Street, Perth WA 6000",google_maps
perth,Private company,priv-swift-holdings-investments,Swift Holdings Investments,Financial Services,"Level 2, 640 Murray Street, West Perth WA 6005",user_provided
perth,Private company,priv-st-john-of-god-health-care,St John of God Health Care,Hospitals,"556 Wellington Street, Perth WA 6000",google_maps
perth,Private company,priv-hbf,HBF,Private health insurance,"570 Wellington Street, Perth WA 6000",high
perth,Private company,priv-abn-group,ABN Group,Residential construction,"301 Vincent Street, Leederville WA 6007",google_maps
perth,Private company,priv-rac-of-wa,RAC of WA,Insurance & motoring club,"832 Wellington Street, West Perth WA 6005",high
perth,Private company,priv-georgiou,Georgiou,Civil construction,"68 Hasler Road, Osborne Park WA 6017",medium
perth,Private company,priv-bgc,BGC,Construction & building products,"Level 8, 67 Walters Drive, Osborne Park WA 6017",google_maps
perth,Private company,priv-cjd-equipment,CJD Equipment,Heavy equipment distribution,"52 Great Eastern Highway, South Guildford WA 6055",google_maps
perth,Private company,priv-john-hughes-group,John Hughes Group,Automotive retail,"49 Shepperton Road, Victoria Park WA 6100",medium
perth,Private company,priv-perron-group,Perron Group,Property investment,"4 Plain Street, East Perth WA 6004",google_maps
perth,Private company,priv-perth-airport,Perth Airport,Airport operations,"2 George Wiencke Drive, Perth Airport WA 6105",high
perth,Private company,priv-craig-mostyn,Craig Mostyn,Agri & protein production,"1/6 Short Street, Fremantle WA 6160",google_maps
canberra,Federal agency,aps-department-of-agriculture-fisheries-and-forestry,"Department of Agriculture, Fisheries and Forestry",Government,"70 Northbourne Avenue, Canberra ACT 2601",high
canberra,Federal agency,aps-department-of-climate-change-energy-the-environment-and-water,"Department of Climate Change, Energy, the Environment and Water",Government,"John Gorton Building, King Edward Terrace, Parkes ACT 2600",high
canberra,Federal agency,aps-department-of-education,Department of Education,Government,"50 Marcus Clarke Street, Canberra ACT 2601",high
canberra,Federal agency,aps-department-of-employment-and-workplace-relations,Department of Employment and Workplace Relations,Government,"10 Binara Street, Canberra ACT 2601",medium
canberra,Federal agency,aps-department-of-infrastructure-transport-regional-development-communications-and-the-arts,"Department of Infrastructure, Transport, Regional Development, Communications and the Arts",Government,"111 Alinga Street, Canberra ACT 2601",high
canberra,Federal agency,aps-australian-taxation-office,Australian Taxation Office,Government,"21 Genge Street, Canberra ACT 2601",medium
canberra,Federal agency,aps-national-disability-insurance-agency,National Disability Insurance Agency,Government,"Ground Floor, 13-19 Malop Street, Geelong VIC 3220",google_maps
canberra,Federal agency,aps-geoscience-australia,Geoscience Australia,Government,"101 Jerrabomberra Avenue, Symonston ACT 2609",high
canberra,Federal agency,aps-australian-signals-directorate,Australian Signals Directorate,Government,"Russell Offices, Russell Drive, Russell ACT 2600",medium
canberra,Federal agency,aps-australian-security-intelligence-organisation,Australian Security Intelligence Organisation,Government,"Ben Chifley Building, 70 Constitution Avenue, Parkes ACT 2600",high
canberra,Federal agency,aps-australian-digital-health-agency,Australian Digital Health Agency,Government,"Discovery House West, 47 Bowes Street, Phillip ACT 2606",google_maps
canberra,Federal agency,aps-australian-criminal-intelligence-commission,Australian Criminal Intelligence Commission,Government,"80 Moore Street, Canberra ACT 2601",user_provided
canberra,Federal agency,aps-australian-transaction-reports-and-analysis-centre,Australian Transaction Reports and Analysis Centre,Government,"4 National Circuit, Barton ACT 2600",google_maps
canberra,Federal agency,aps-comcare,Comcare,Government,"121 Marcus Clarke Street, Canberra ACT 2601",verified
canberra,Federal agency,aps-australian-institute-of-health-and-welfare,Australian Institute of Health and Welfare,Government,"1 Thynne Street, Bruce ACT 2617",high
canberra,Federal agency,aps-australian-financial-security-authority,Australian Financial Security Authority,Government,"2-4 National Circuit, Barton ACT 2600",google_maps
canberra,Federal agency,aps-australian-public-service-commission,Australian Public Service Commission,Government,"B Block, Treasury Building, Parkes Place West, Canberra ACT 2600",user_provided
canberra,Federal agency,aps-australian-national-audit-office,Australian National Audit Office,Government,"38 Sydney Avenue, Forrest ACT 2603",high
canberra,Federal agency,aps-fair-work-commission,Fair Work Commission,Government,"11 Exhibition Street, Melbourne VIC 3000",high
canberra,Federal agency,aps-fair-work-ombudsman,Fair Work Ombudsman,Government,"414 La Trobe Street, Melbourne VIC 3000",verified
canberra,Federal agency,aps-clean-energy-regulator,Clean Energy Regulator,Government,"2 Phillip Law Street, Canberra ACT 2601",medium
canberra,Federal agency,aps-national-archives-of-australia,National Archives of Australia,Government,"Kings Avenue, Parkes ACT 2600",high
canberra,Federal agency,aps-digital-transformation-agency,Digital Transformation Agency,Government,"11 Moore Street, Canberra ACT 2601",google_maps
canberra,Federal agency,aps-safe-work-australia,Safe Work Australia,Government,"2 Phillip Law Street, Canberra ACT 2601",google_maps
canberra,Federal agency,aps-australian-sports-commission,Australian Sports Commission,Government,"Leverrier Street, Bruce ACT 2617",high
canberra,Federal agency,aps-national-indigenous-australians-agency,National Indigenous Australians Agency,Government,"Charles Perkins House, 16 Bowes Place, Phillip ACT 2606",medium
canberra,Federal agency,aps-australian-war-memorial,Australian War Memorial,Government,"Treloar Crescent, Campbell ACT 2612",high
canberra,Federal agency,aps-national-library-of-australia,National Library of Australia,Government,"Parkes Place, Parkes ACT 2600",high
canberra,Federal agency,aps-australian-trade-and-investment-commission,Australian Trade and Investment Commission,Government,"Nishi Building, 2 Phillip Law Street, Canberra ACT 2601",medium
canberra,Federal agency,aps-australian-pesticides-and-veterinary-medicines-authority,Australian Pesticides and Veterinary Medicines Authority,Government,"91 Beardy Street, Armidale NSW 2350",medium
canberra,Private company,priv-canberra-airport,Canberra Airport,Airport operations,"2 Brindabella Circuit, Brindabella Business Park, Canberra Airport ACT 2609",medium
darwin,State agency,nt-gov-department-of-health,Department of Health,Government,"Manunda Place, 38 Cavenagh Street, Darwin NT 0800",medium
darwin,State agency,nt-gov-department-of-education-and-training,Department of Education and Training,Government,"Mitchell Centre, 55-59 Mitchell Street, Darwin NT 0800",verified
darwin,State agency,nt-gov-department-of-corporate-and-digital-development,Department of Corporate and Digital Development,Government,"Charles Darwin Centre, 19 Smith Street, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-department-of-logistics-and-infrastructure,Department of Logistics and Infrastructure,Government,"18 Goyder Road, Parap NT 0820",google_maps
darwin,State agency,nt-gov-department-of-corrections,Department of Corrections,Government,"Mitchell Centre, 55-59 Mitchell Street, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-attorney-general-s-department,Attorney General's Department,Government,"4 Cavenagh Street, Darwin NT 0800",google_maps
darwin,State agency,nt-gov-power-and-water-corporation,Power and Water Corporation,Government,"Mitchell Centre, 55 Mitchell Street, Darwin NT 0800",medium
darwin,State agency,nt-gov-department-of-children-and-families,Department of Children and Families,Government,"55 Mitchell Street, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-department-of-agriculture-and-fisheries,Department of Agriculture and Fisheries,Government,"Berrimah Farm, Makagon Road, Berrimah NT 0828",low
darwin,State agency,nt-gov-nt-police-force,NT Police Force,Government,"Peter McAulay Centre, McMillans Road, Berrimah NT 0828",high
darwin,State agency,nt-gov-department-of-lands-planning-and-environment,"Department of Lands, Planning and Environment",Government,"25 Chung Wah Terrace, Palmerston NT 0830",google_maps
darwin,State agency,nt-gov-department-of-tourism-and-hospitality,Department of Tourism and Hospitality,Government,"Level 14, Charles Darwin Centre, 19 The Mall, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-department-of-the-chief-minister-and-cabinet,Department of the Chief Minister and Cabinet,Government,"NT House, 22 Mitchell Street, Darwin NT 0800",medium
darwin,State agency,nt-gov-department-of-housing-local-government-and-community-development,"Department of Housing, Local Government and Community Development",Government,"RCG Centre, 47 Mitchell Street, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-land-development-corporation,Land Development Corporation,Government,"Level 10, 24 Mitchell Street, Darwin NT 0800",google_maps
darwin,State agency,nt-gov-department-mining-and-energy,Department Mining and Energy,Government,"Charles Darwin Centre, 19 Smith Street, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-department-of-people-sport-and-culture,"Department of People, Sport and Culture",Government,"40 Abala Road, Marrara NT 0812",google_maps
darwin,State agency,nt-gov-nt-fire-and-emergency-services,NT Fire and Emergency Services,Government,"Peter McAulay Centre, McMillans Road, Berrimah NT 0828",medium
darwin,State agency,nt-gov-territory-generation,Territory Generation,Government,"3/631 Stuart Highway, Berrimah NT 0828",google_maps
darwin,State agency,nt-gov-batchelor-institute-of-indigenous-tertiary-education,Batchelor Institute of Indigenous Tertiary Education,Government,"10 Nurndina Street, Batchelor NT 0845",medium
darwin,State agency,nt-gov-department-of-trade-business-and-asian-relations,"Department of Trade, Business and Asian Relations",Government,"Development House, 76 The Esplanade, Darwin NT 0800",user_provided
darwin,State agency,nt-gov-department-of-treasury-and-finance,Department of Treasury and Finance,Government,"Level 8, Charles Darwin Centre, 19 The Mall, Darwin City NT 0800",user_provided
darwin,State agency,nt-gov-department-of-legislative-assembly,Department of Legislative Assembly,Government,"Parliament House, Mitchell Street, Darwin NT 0800",high
hobart,State agency,tas-gov-department-of-health,Department of Health,Government,"Level 7, 110 Collins Street, Hobart TAS 7000",google_maps
hobart,State agency,tas-gov-department-for-education-children-and-young-people,"Department for Education, Children and Young People",Government,"4 Salamanca Place, Hobart TAS 7000",google_maps
hobart,State agency,tas-gov-department-of-justice,Department of Justice,Government,"Level 14, 110 Collins Street, Hobart TAS 7000",medium
hobart,State agency,tas-gov-department-of-natural-resources-and-environment-tasmania,Department of Natural Resources and Environment Tasmania,Government,"Lands Building, 134 Macquarie Street, Hobart TAS 7000",medium
hobart,State agency,tas-gov-department-of-police-fire-and-emergency-management,"Department of Police, Fire and Emergency Management",Government,"47 Liverpool Street, Hobart TAS 7000",high
hobart,State agency,tas-gov-department-of-premier-and-cabinet,Department of Premier and Cabinet,Government,"Executive Building, 15 Murray Street, Hobart TAS 7000",high
hobart,State agency,tas-gov-whole-of-government-programs,Whole of Government Programs,Government,"Executive Building, 15 Murray Street, Hobart TAS 7000",low
